Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
"USER Lgbt itu penyimpangan, tapi kan perasaan ga bisa segampang itu kita atur..... ntah bingung juga'",0,0,0,0,0,0,0,0,0,0,0,0
Belum selesai pertandingannya belum bisa dibilang kambek,0,0,0,0,0,0,0,0,0,0,0,0
"Sudah ada penjajakan antara pemkab. Kebumen-Jateng dengan Kadin Aseng membahas kawasan industri di kecmatan petanahan. Apakah tidak ada negara lain selain Aseng?\ncc : USER, USER, USER, USER, USER, USER, USER",0,0,0,0,0,0,0,0,0,0,0,0
\xe2\x80\x9cShalat yang dirasakan paling berat bagi orang-orang\nmunafik adalah shalat isya dan shalat subuh.\n[Bukhari 141] berat melangkah jamaah isya?',0,0,0,0,0,0,0,0,0,0,0,0
BTS Ungguli Presiden Korea Selatan di Polling 100 Pembaca Majalah Time,0,0,0,0,0,0,0,0,0,0,0,0
Ya ampun bentar lagi nyampe jkt... apakah ini mimpi burik',0,0,0,0,0,0,0,0,0,0,0,0
cek yuk -&gt; KPK Periksa Gubernur Sumut dan Cawagub Ijeck Shah KPK memeriksa Gubernur Sumater,0,0,0,0,0,0,0,0,0,0,0,0
Presiden Ajak Ulama Turut Menyejukkan Suasana Jelang Pilkada Serentak -,0,0,0,0,0,0,0,0,0,0,0,0
"Kalau Terpilih Jadi Presiden, Rizal Ramli Akan Penjarakan Koruptor di ""Pulau Malaria"" USER USER USER USER USER USER USER",0,0,0,0,0,0,0,0,0,0,0,0
"Sebagai negara maju, ternyata segini gaji presiden AS dan pegawai pemerintahannya",0,0,0,0,0,0,0,0,0,0,0,0
5. Presiden USER: Mestinya dalam posisi yang sudah dekat seperti ini setiap dua minggu itu ada (publikasi) untuk media nasional maupun internasional. Harus rutin diadakan dalam rangka mempromosikan Asian Games ke-18 ini #JokowiPacuPromosiAsianGames #Yuk,0,0,0,0,0,0,0,0,0,0,0,0
"USER USER USER Lah sama aja ngawur kayaknya haha, saya mah gatau arti kafir, makanya saya lebih baik diem daripada sok ngide hehehe'",0,0,0,0,0,0,0,0,0,0,0,0
"USER Kalo neraka terkena bom , maka surga akan selalu ada untuk semua org dimuka bumi ini termasuk goku.'",0,0,0,0,0,0,0,0,0,0,0,0
"[76:24] Maka bersabarlah kamu untuk (melaksanakan) ketetapan Tuhanmu, dan janganlah kamu ikuti orang yang berdosa dan orang yang kafir di antar mereka.'",0,0,0,0,0,0,0,0,0,0,0,0
ni sheikh nk abaq sikit tuan guru hadi naib presiden persatuan ulama dunia,0,0,0,0,0,0,0,0,0,0,0,0
"bidik penista, jangan ulama.",0,0,0,0,0,0,0,0,0,0,0,0
"Cinta tidak buta. Anda masih bisa melihat kekurangan dan keburukan, tapi Anda tidak peduli. Dan kemudian menyesal.'",0,0,0,0,0,0,0,0,0,0,0,0
USER Dulu pernah ada review penelitian2 yg katanya membuktikan MSG in chinese food = bikin sindroma restoran cina.\n\nWaktu hasil2nya diteliti ada 1 zat yg umum ditemukan dlm makanan2 itu tp saat itu tidak ditunjuk sbg penyebab gejala2 ga enak.,0,0,0,0,0,0,0,0,0,0,0,0
panwaslu kec kota kediri menghimbau untuk mensukseskan pilkada diwilayah kota kediri:,0,0,0,0,0,0,0,0,0,0,0,0
Aku heran deh kenapa yaa kamu gak capek lari-lari di pikiranku ?',0,0,0,0,0,0,0,0,0,0,0,0
#Rupiah Melempem di Awal Dagang Tertekan #Data Ekonomi AS yang Positif,0,0,0,0,0,0,0,0,0,0,0,0
"Jika kau bukan anak Raja, juga bukan anak ulama besar maka menulislah [Imam Al Ghazali]",0,0,0,0,0,0,0,0,0,0,0,0
"mau merindukan Suharto ya monggo aja sih\n\ntapi kalian yakin bisa nyebarin hoax sama bisa nyerang presiden kayak sekarang?\n\nblom nyebar hoax ama nyerang presiden, kalian udah hilang duluan wkwkwk'",0,0,0,0,0,0,0,0,0,0,0,0
Waspadailah para pembajak agama ini. Mereka membuat kita berdosa dengan beragama.,0,0,0,0,0,0,0,0,0,0,0,0
"Budaya kafir bersungguh, klau hal2 islam tidak diendahkan...",0,0,0,0,0,0,0,0,0,0,0,0
USER kalo saya ketawa sipit dua duanya? itu kenapa?',0,0,0,0,0,0,0,0,0,0,0,0
"Mintak jasa baik kawan-kawan timeline RT benda ni .; ; My relative (Nurliyana Abdul Raziff) mengalami Hyper Thyroid , and itâ??s become worse right now . She really need bantuan kewangan untuk rawatan; ; Boleh bank in kat account ni :; Nurliyana Abd Razif; 0",0,0,0,0,0,0,0,0,0,0,0,0
Umaro yang Ulama; Bermanfaat untuk Semua; Bernegara dengan Pancasila; ; TGB Zainul Majdi untuk Indonesia,0,0,0,0,0,0,0,0,0,0,0,0
USER Kayaknya bisa? Atau cuma bank tertentu? Bilang aja mau jual uang asing/tukar ke rupiah',0,0,0,0,0,0,0,0,0,0,0,0
"USER USER keanyataannya.. presiden kita ini supel dan ramah pada siapapun, tidak ada tuh diskriminasi trhdp ulama atau apalah itu",0,0,0,0,0,0,0,0,0,0,0,0
"hukuman yang kudapatkan lebih keras dari yang ibu berikan. Aku rindu ibu, tapi aku tak boleh merindukannya karena antek paman Zhong selalu berkata ibu tak membutuhkanku dan aku harus menerima kehidupan baruku. \n\nLambat laun aku menerima kehidupan (37/3",0,0,0,0,0,0,0,0,0,0,0,0
pilihanya cuma 2 ; stop karna g cukup dana; atau lanjut dengan cara hutang dan uangnya entah kemana,0,0,0,0,0,0,0,0,0,0,0,0
"3723: AKBP Frido Situmorang, S.H., S.I.K. Tingkatkan Ukwah Islam Gelar Perlombaan: NUSANTARAEXPRESS, RANTAUPRAPAT â??Â Dalam rangka memperingati Israâ?? Miâ??raj Nabi besar Muhammad SAW dan menyambut bulan suci Ramadhan Polres Labuhanbatu gelar perlombaanâ?¦",0,0,0,0,0,0,0,0,0,0,0,0
"USER waduh, nggak takut kena eek burung tuh?'",0,0,0,0,0,0,0,0,0,0,0,0
"USER USER USER USER USER ooh cuma"" gara"" beda pendapat langsung di pecat ya, kalau gtu rejim skarang anti kritik dong ,tdk mau ada masukan dari luar parlemen'",0,0,0,0,0,0,0,0,0,0,0,0
dekalarasi pilkada 2018 aman dan anti hoax komunitas ojek jabon,0,0,0,0,0,0,0,0,0,0,0,0
Habis lebaran gajah,0,0,0,0,0,0,0,0,0,0,0,0
USER Pake kolak pisang sm es campur jd kepancing buaya deh',0,0,0,0,0,0,0,0,0,0,0,0
"""Ya, terserah lo aja."" Balasnya kembali fokus kepada kerjaan kita.; ; Kami mengerjakan tugas project Seni Budaya hanya dalam 2 hari, setelahnya langsung dikumpul dan dipresentasikan. Bersyukur nilainya memuaskan.; ; Setelah kejadian project itu kami makin",0,0,0,0,0,0,0,0,0,0,0,0
USER Bpk Presiden USER YTH sudah hampir setahun kita #korbanphkfreeport Blm ada kejelasan. Kami butuh perhatian dari bpk. ; #korbanphksepihakfreeport ; USER,0,0,0,0,0,0,0,0,0,0,0,0
"081223555353 - Jika aku berkata, aku tak lagi membutuhkanmu. Maka aku adalah orang munafik, karena dalam setiap hariku, ak #JualForediJogja'",0,0,0,0,0,0,0,0,0,0,0,0
Ikut melestarikn sbg salah satu geopark di dunia,0,0,0,0,0,0,0,0,0,0,0,0
"Masuknya Presiden Joko Widodo alias Jokowi dalam daftar 500 muslim paling berpengaruh, ini membuktikan bahwa Jokowi diterima dengan baik oleh umat muslim.; #TokohMuslimBerpengaruh #TheMuslim500;",0,0,0,0,0,0,0,0,0,0,0,0
USER Tolong netizen ada yg tau ini hewan apa? Biar jadi viral kaya onta peramal sama gajah.',0,0,0,0,0,0,0,0,0,0,0,0
USER USER USER \xf0\x9f\x91\x86\xf0\x9f\x91\x8dyg disebut hailah yahudi?',0,0,0,0,0,0,0,0,0,0,0,0
Ketua Umum PKB Muhaimin Iskandar alias Cak Imin menyoroti kondisi laut Jakarta yang kotor. Apa respons Wakil Gubernur DKI Jakarta Sandiaga Uno?; USER USER #JokowiCakImin2019,0,0,0,0,0,0,0,0,0,0,0,0
Sok2an memetwit.. Ama cewek sendiri aja takut apalagi ama mba kunti..',0,0,0,0,0,0,0,0,0,0,0,0
"USER Buru merpati, eh somin nuna sipit yang menarik hati.. Eaak'",0,0,0,0,0,0,0,0,0,0,0,0
USER USER Antara \xe2\x80\x98mundur teratur\xe2\x80\x99 dan \xe2\x80\x98tahu diri\xe2\x80\x99..\n\nSeikhlasnya cewek tetep kalo cowoknya misqin mau bilang apa?\n\n\xe2\x80\x9cAku menikahi kamu bukan karena kekayaan aku mas.. tp karena cinta..,0,0,0,0,0,0,0,0,0,0,0,0
USER Gpp ak menjadi yahudi karna mereka.',0,0,0,0,0,0,0,0,0,0,0,0
Gak habis pikir deh gmn kalo kunti itu bs masuk rumah. Gak berani bayangin gue... lo berani bayanginnya? \n\nEnd.',0,0,0,0,0,0,0,0,0,0,0,0
Kepastian Prabowo maju Pilpres 2019 setelah PilkadaÂ Serentak,0,0,0,0,0,0,0,0,0,0,0,0
"USER Soalnya, kalo pas dirazia polsis / pks (polisi keamanan sekolah), yg ngga pake kerudung disuruh rambutnya diiket. Yg berjilbab tapi pas dirazia tercyduc ngga pake jilbab, disuruh pake taplak sampe jam pulang. Wkwk'",0,0,0,0,0,0,0,0,0,0,0,0
"USER USER Dulu rejim BK kata ibu n bapak saya almarhum, dr rp.1000 menjadi rp.1\n\nOrang2 pada makan nasi jagung'",0,0,0,0,0,0,0,0,0,0,0,0
PPP: Jangan Buru-buru Tolak Wacana Pilkada Lewat DPRD,0,0,0,0,0,0,0,0,0,0,0,0
"USER Grace menguap lebar sampai kedua mata sipitnya makin sipit. ""Hoam.. iya enggak apa-apa Kak. Sekarang pulang lagi ya Kak? Aku ngantuk,""'",0,0,0,0,0,0,0,0,0,0,0,0
"Kalau m\xc3\xa9lihat watak jenderal Moeldoko ini terbaca kalau beliau itu lebih dekat ke dunia bisnis , Moeldoko bekas Panglima TNI yg pernah memberikan Ahok berikut sejumlah pengusaha konglomerat Tionghoa baret n penghargaan sebagai warga besar TNI , je",0,0,0,0,0,0,0,0,0,0,0,0
Siapa Pasangan Calon Gubernur dan Wakil Gubernur pilihan anda dalam Debat Terbuka Pilgub Jateng 2018 malam ini?,0,0,0,0,0,0,0,0,0,0,0,0
"di pikiranku: malam beku, udara selembut lumut. dadaku telaga bisu, sebutir batu kaulemparkan, dan keheningan, dijeritkan.'",0,0,0,0,0,0,0,0,0,0,0,0
"Rasanya pengen pergi ke tempat antah berantah, ngilang gitu dan membaur dengan orang asing, mengasingkan diri kalo perlu'",0,0,0,0,0,0,0,0,0,0,0,0
"Temenku, Maria dia beragama katolik tapi sangat menghormatiku sebagai muslim. Saling menjunjung perbedaan memang penting \xf0\x9f\x98\x8a\nSemoga orang lain bisa mencontoh sikap Maria. Akupun harus menghormati dia sebaliknya. \xf0\x9f\x99\x8f'",0,0,0,0,0,0,0,0,0,0,0,0
USER USER Haq melawan batil (rezim mukidi). Haq pasti menang inshAllah',0,0,0,0,0,0,0,0,0,0,0,0
maka didirikan banyak badan ekstra konstitusional seperti Front Nasional yang digunakan oleh PKI sebagai wadah kegiatan politik.',0,0,0,0,0,0,0,0,0,0,0,0
"USER hallo, nama saya furi, saya adalah seorang katholik bahkan dari negara ini belum merdeka, saya bisa angkat galon ngobrol juga kok :)'",0,0,0,0,0,0,0,0,0,0,0,0
"Kampung di Danau Sunter sekarang menjadi indah, karena pemukiman warga tersebut dicat warna-warni, diresmikan oleh Gubernur USER 24 Maret 2018 lalu. Inisiatif ini untuk mendukung Danau Sunter dan sekitarnya menjadi tempat rekreasi.",0,0,0,0,0,0,0,0,0,0,0,0
"2. Terima kasih Bpk Presiden USER yg tlh memberi ide-ide &amp; arahan penting kpd kami dlm proses pembangunan bandara Kertajati. Sehingga menjadi bandara pertama di Indonesia yg merupakan hasil kerja bersama antara Pemerintah Pusat, Pemda, BUMN &amp; Sw",0,0,0,0,0,0,0,0,0,0,0,0
"Hadiri Lokakarya Kebudayaan Daerah, Bupati Rupinus Ajak Masyarakat Sekadau Rawat dan Manfaatkan ObjekÂ Budaya",0,0,0,0,0,0,0,0,0,0,0,0
"USER Haram tuh, unsur najis nya masih tetap ada'",0,0,0,0,0,0,0,0,0,0,0,0
"Minggu pertama digitasi\nMinggu kedua rektifikasi, updating pbb, layouting pbb\nMenyenangkan sekali kp disini\nBisa belajar mapinfo, globalmapper, arcgis sama autocad dimana saya cacat di apps tersebut'",0,0,0,0,0,0,0,0,0,0,0,0
USER USER Pasukan nasi kotak',0,0,0,0,0,0,0,0,0,0,0,0
USER Hidup pak jokowi ada layak menjadi presiden 5 tahun ke depan lagi,0,0,0,0,0,0,0,0,0,0,0,0
Oh ternyata ga butuh waktu lama tuk si monyet masuk kandang lagi URL,0,0,0,0,0,0,0,0,0,0,0,0
USER gua mendadak budek',0,0,0,0,0,0,0,0,0,0,0,0
"USER itu istilah dari novel komedi mbak, catatan harian menantu sinting WKWKWKWKWK kocak banget, baca deh. mba tipe biasnya yg berkharisma cowo banget gitu?'",0,0,0,0,0,0,0,0,0,0,0,0
"Baru aja kemaren hari kamis sekarang udh hari jumat lagi aja, waktu sesingkat itu ya'",0,0,0,0,0,0,0,0,0,0,0,0
"Kesimpulan; ; Suatu penjajahan sejarah tidak kalah berbahayanya dengan bentuk penjajahan yang lain politik, ekonomi, budaya, dan lain-lain. Penjajahan sejarah ini dilakukan secara halus dan sistematis, yang apabila tidak jeli maka kita akan terperangkap di",0,0,0,0,0,0,0,0,0,0,0,0
"USER USER USER USER Betul doktrin itu ada dalam gereja katolik, dogma Maria diangkat ke surga secara utuh (badan dan jiwanya, Katekismus 966). Mnurut mas lukas doktrin tersebut memang bagaimna?'",0,0,0,0,0,0,0,0,0,0,0,0
USER Terasa org cina baca tweet aku hahaha',0,0,0,0,0,0,0,0,0,0,0,0
USER Ya kan gua emang sipit :)',0,0,0,0,0,0,0,0,0,0,0,0
USER iya bener sih tdk sama \ndulu Jokowi ninggalin solo ke kafir ...Solonya keren bersih \n\nketika Jokowi ninggalin JKT ke kafir ...Jakarta keren sungai bersih \n\nnah yg skrng kerja nda becus keduanya tanah Abang ruwet parah kali\xc2\xb2 jadi,0,0,0,0,0,0,0,0,0,0,0,0
"USER Mode pengalihan isue biar kaya rejim era milenial \xf0\x9f\x99\x88, masih 27 juli tapi tiap hari udah liat trailernya ~'",0,0,0,0,0,0,0,0,0,0,0,0
USER setiap hari ??!ð?¤¤; ;,0,0,0,0,0,0,0,0,0,0,0,0
Belajar Pertanian Organik Lewat Kampung Agro Eduwisata - Republika Online #budaya #seni #inovasi #indonesia,0,0,0,0,0,0,0,0,0,0,0,0
Yai Ma'ruf Amin salah seorang Ulama yg hadir maulid Majelis Rasulullah sejak pertama kali diadakan di Monas...; .; .; AlHabib Munzir AlMusawa menjuluki Yai Ma'ruf sbg Gerahamnya Ahlusunnah Wal Jama'ah,0,0,0,0,0,0,0,0,0,0,0,0
"Su Pin siswi SD Katolik Karya Yosef Kelas 6B, 1983, istrinya Ronaldo Pardede yang sah.'",0,0,0,0,0,0,0,0,0,0,0,0
USER USER Lho katanya dibiayai 4 bank asing.. ato aku salah info?',0,0,0,0,0,0,0,0,0,0,0,0
"Bangga 800 t itu gede bilangnya bisa buat bayar utang,pas dibilangin itu untuk 23 tahun,jadinya kecil..malah nyerang ""rezim kemarin ngapain aja,dapat berapa""...trus aku kudu piye Jum? \xf0\x9f\x98\xb7\xf0\x9f\x98\xb7'",0,0,0,0,0,0,0,0,0,0,0,0
"Pak Prabowo capres 2019 masalah jadi presiden rakyat yang memilih,aku ikut senang rakyat indonesia masih butuh hiburan",0,0,0,0,0,0,0,0,0,0,0,0
"So far tantangan nya sih ya musti sehat ya bolak balik sana sini ngurus dokumen. Karena semuanya harus terprepare sangat matang! Dan jadi pengalaman juga gimana serunya TKI kek gue susah payah antri, macet, dll.'",0,0,0,0,0,0,0,0,0,0,0,0
Gimana Cara ngingetin diri sendiri kalo mau KE indomarttt Bawa tas sendiri supaya ga usah nambah2 sampah plastik di rumah \xf0\x9f\x98\xac',0,0,0,0,0,0,0,0,0,0,0,0
"Cinta itu kuncixa d hati,, \nJika kau benar2 mencintai, hormati dan sayangi,, \nBaxak atw sedikit cacat yg d miliki pasangan, sebisa mungkin d tutupi,, \nBertengkar itu biasa, tp jgn dijadikan api dlm sekam. Selalu bersyukur atas apa yg d terima..\xf0\x9",0,0,0,0,0,0,0,0,0,0,0,0
pemerintahan Gus Ipul dan Puti ke depan akan memperkuat program Nawacita Presiden Jokowi di Jawa Timur. #PKHSuperGusIPulPuti,0,0,0,0,0,0,0,0,0,0,0,0
Sesampainya disana\nDuduk dua duaan \nMakan roti buaya\nDengar lagu kitaaa\nKita menari bersama',0,0,0,0,0,0,0,0,0,0,0,0
"#BeritaIslam: Rizal Ramli: Pasca Gubernur Baru, DKI Jakarta Lebih Sejuk dan Tenang",0,0,0,0,0,0,0,0,0,0,0,0
menurutku pintu sorga ada yaitu pintu sorga yang asli dan pintu hatimu modusbanget,0,0,0,0,0,0,0,0,0,0,0,0
"Jadi mas icing udah balik ke Cina yaaa (?) :"""""")\n\n#EXOPLANET\n#EXO\n#EXO_COMINGSOON\nUSER'",0,0,0,0,0,0,0,0,0,0,0,0
USER Masih sipit ah',0,0,0,0,0,0,0,0,0,0,0,0
USER kadang jijik kita pernah alay dm2an tapi gimana atuh da perjalanan hidup wkwkw',0,0,0,0,0,0,0,0,0,0,0,0
dekalarasi pilkada 2018 aman dan anti hoax guru tk balongtani jabon,0,0,0,0,0,0,0,0,0,0,0,0
"Dari TKP ditemukan dokumen, disket, dan email yg menyebut keterlibatan banyak tokoh\n\nHendardi, Alex Widya Siregar, Sofyan Wanandi, Surya Paloh dll termasuk yayasan Prasetya Mulya (perkumpulan konglomerat Tionghoa)'",0,0,0,0,0,0,0,0,0,0,0,0
"USER jangan bikin cacat diri sendiri. roh dalam diri kita ini kalau bisa ngomong mungkin dia bakal bilang ""aku nyesal harus tinggal di dalam diri orang kaya kamu"" hargain diri kamu,'",0,0,0,0,0,0,0,0,0,0,0,0
"USER Hu uh ya lama lama.kayak sedikit alay gt drama nya, wahh expansi sampai ke cina ini nntn drama nya'",0,0,0,0,0,0,0,0,0,0,0,0
Lesbian tu dimana mana. Sampe teman sendiri aja lesbi',0,0,0,0,0,0,0,0,0,0,0,0
"USER USER umar bin khatab kan punya jabatan,jadi pas kalo maslah negara atau politik,la kalo tengku dia jadi dpr atau jadi mentri,'",0,0,0,0,0,0,0,0,0,0,0,0
"Islam dan politik bagi umat Islam adalah tak bisa dipisahkan. Islam harus jadi landasan dalam beraktifitas politik. ; ; Politik tanpa landasan agama, yang terjadi adalah politik tanpa ruh, tanpa nilai. Hanya mengedepankan ambisi dan syahwat politik semata.",0,0,0,0,0,0,0,0,0,0,0,0
Qaumi ekjayati conference jamiat ul ulama e hind....Janab Mohd Ali Shabbir ka qususi qitaab...,0,0,0,0,0,0,0,0,0,0,0,0
"Sesama muslim tidak boleh menzhalimi, menjerumuskan, dan menganiaya. (HR Muslim)",0,0,0,0,0,0,0,0,0,0,0,0
"USER aku cuma sekali aja tau dosen ilmu budaya tapi sudah sepuh. pengen gitu ketemu, penasaran #mb",0,0,0,0,0,0,0,0,0,0,0,0
"Dalam sambutannya, Ketua DPD Golkar Lumajang Sudjatmiko menyampaikan bahwa keputusan partai yang menetapkan Kofifah indar Parawansa sebagai calon gubernur dan Emil Elestianto Dardak sebagai calon wakil gubernur Jatim dari Partai Golkar sudah bulat. #Khofif",0,0,0,0,0,0,0,0,0,0,0,0
"Then last, dia tunjuk rumah. Rumah hindu ada patung, rumah budha ada tokong. Tapi rumah islam? That's it. Aku dapat point dia. Aku faham semua. Kamu tak kan boleh tahu seseorang itu betul2 ikut cara islam atau tak. Melainkan kau lihat amalnya.""",0,0,0,0,0,0,0,0,0,0,0,0
"USER Mereka kira saat ini aman krn lagi bergantung kepada hoaz nasional bang, mereka memasang bom waktu'",0,0,0,0,0,0,0,0,0,0,0,0
"Kmana Paduka ktika ulama Jabar diserang, bhkn ada yg meninggal?; Adakah sepata dua pata kata terucap saat itu?; #hey2;",0,0,0,0,0,0,0,0,0,0,0,0
"3. Bersama-sama, segenap orang Kristen membentuk keluarga Allah. Dia berdiam / tinggal dengan Roh-Nya. (Efesus 2:19-22)'",0,0,0,0,0,0,0,0,0,0,0,0
"USER USER Benar sekali pak ustadz,Di daerah saya mayoritas petani karet &amp; Alhamdulillah masyarakat di daerah saya hidup makmur sebelum Jkw jd presiden,Sejak Jkw jd presiden sampai hari ini harga karet sangat anjlok,Petani banyak meng",0,0,0,0,0,0,0,0,0,0,0,0
"""""Tidak peduli apakah kucing itu berwarna hitam atau putih, yang penting bisa menangkap tikus."" Deng Xiaoping (1904-1997), pemimpin Partai Komunis China ""'",0,0,0,0,0,0,0,0,0,0,0,0
Air tebu sebelum viral pun harga yahudi. Dah viral nanti harga nazi ke acaner?',0,0,0,0,0,0,0,0,0,0,0,0
"USER pd dsrnya jilbab itu ada di Islam, Kristen, Yahudi & mgkn agama lain. Mnusia tdk ada yang sempurna, dimaklumi sj Uni",0,0,0,0,0,0,0,0,0,0,0,0
"Perkerja lokal kalo ada masalah selalu cari yg patut disalahin. Pekerja asing tempat saya beda, ada masalah, bicarakan, cari solusi.'",0,0,0,0,0,0,0,0,0,0,0,0
"USER Bersaing copas budaya lain, tapi mempertanyakan budayanya sndri.....",0,0,0,0,0,0,0,0,0,0,0,0
Semoga KTT yg diprakarsai pemerintah bisa menjadi acuan dalam pemecahan masalah terkait nilai2 Islam.; #muslimpro #KTTUlama2018 #KTTIslamWasatiyyah #indonesiabisa #indonesiabertoleransi ;,0,0,0,0,0,0,0,0,0,0,0,0
Di rejim ini dikeluarkan dan muncul istilah mesjid radikal. Entah siapa dibelakang ini semua. Syiah? Komunis? Liberal? Atau lainnya?',0,0,0,0,0,0,0,0,0,0,0,0
Dagangan saya rame bulan April ini...,0,0,0,0,0,0,0,0,0,0,0,0
USER Lagian ngapain pilih ditenggelamin sih...jadi sampah laut kan...',0,0,0,0,0,0,0,0,0,0,0,0
Jatim Anti Berita Hoax Pilkada Aman dan Damai,0,0,0,0,0,0,0,0,0,0,0,0
Kita Cinta Indonesia; #2019KitaTetapJokowi; #KitaJokowi; #2019TetapJokowi ; #M3nang,0,0,0,0,0,0,0,0,0,0,0,0
"USER setau gue bank tuh ga ada deh nukar valuta asing, biasanya d toko toko yg jual emas gtu ada\n\ntpi gtau juga d bni si'",0,0,0,0,0,0,0,0,0,0,0,0
USER USER USER USER USER USER USER USER USER USER USER Bilangin wendy unnie suru jemput vider sebelum dia dijual mucikari',0,0,0,0,0,0,0,0,0,0,0,0
Dan setelah memperingati tradisi Seba di Pendopo Pemkab Lebak akan dilanjut kembali bertemu dengan Gubernur Banten Wahidin Halim hari ini (21/4) #SebaBaduy2018,0,0,0,0,0,0,0,0,0,0,0,0
USER so sekolah agama manað???,0,0,0,0,0,0,0,0,0,0,0,0
"USER USER USER Setipe sama yang dibelain. \nKata andalan ""cebong"" adalah pemuas syahwatnya \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'",0,0,0,0,0,0,0,0,0,0,0,0
USER daging onta?',0,0,0,0,0,0,0,0,0,0,0,0
"Mau sampe budek di deact kaya gimana pun akunnya jinkiw kalo emang ada kebijakan baru, itu akun kaga bakalan masuk mentab gue rasa .g'",0,0,0,0,0,0,0,0,0,0,0,0
"USER USER USER USER USER USER USER USER USER USER USER USER USER Lihat aja topik.mrk..dr mulai TKA, harga sawit, harga telor sampai harg",0,0,0,0,0,0,0,0,0,0,0,0
alhamdulillahongkos haji turun ini dampak buat bank syariah,0,0,0,0,0,0,0,0,0,0,0,0
Presiden Jokowi akan berikan gamelan pada dua sekolah,0,0,0,0,0,0,0,0,0,0,0,0
"Gue masih ga nyangka,tahun 2013 masih ada aja yg alay bro | ciyus? Miapa? | *Gulingin jamban*'",0,0,0,0,0,0,0,0,0,0,0,0
"USER USER USER anti barat itu mereka lbh cenderung kekiri komunis spt rusia jamannya soekarno condong ke rusia klo ga salah, cmiiw//'",0,0,0,0,0,0,0,0,0,0,0,0
"untuk menjadi orang hebat, terserah dalam hal apapun itu karir, ngewe, pertemanan, atau apapun. kuncinya adalah mau membuka telinga dan menjadi pendengar yg baik tentang keluh kesah mereka'",0,0,0,0,0,0,0,0,0,0,0,0
Rumput laut pun jadi potensi ekonomi unggulan; #JokowiSekaliLagi,0,0,0,0,0,0,0,0,0,0,0,0
"#DonorDarah 08/07/2018 08.00 WIB-selesai di Gereja Katolik Keluarga Kudus Banteng, Jl. Kaliurang Km. 7,5 Banteng, Ngaglik, Sleman. #UDDPMIKotaYK'",0,0,0,0,0,0,0,0,0,0,0,0
"Sudah lebih dari 50 tahun Freeport di kuasai oleh pihak asing, baru di masa pemerintahan jokowi serta pak jonan menjadi mentri ESDM Freeport kita ambil alih sahamnya #JonanJos'",0,0,0,0,0,0,0,0,0,0,0,0
USER Disitulah produsen taplak kotak mulai melejit usahanya',0,0,0,0,0,0,0,0,0,0,0,0
"Bagaimana mungkin aku menginginkan dia yang taat agama, sedangkan aku masih jauh dari agama... ð???ð???ð???",0,0,0,0,0,0,0,0,0,0,0,0
"Been eyeing this site since months, barusan nyoba buka lagi...\n\nNgecek harga Sapiens sama Homo Deus. Masih jauh lebih murah Periplus, jadi yah...\n\nLet's try again some time later! URL",0,0,0,0,0,0,0,0,0,0,0,0
USER Jgn lupa juga kang.... Umat katolik dan minorutas lainnya diperhatika. Gubernur untuk semua golongan bukan satu golongan.',0,0,0,0,0,0,0,0,0,0,0,0
Bersemangat orang depan aku ni cerita politik kononnya nak tegakkan islam..; Sekali makanan sampai terus dia ambik masuk mulut..; Aku tegur kenapa tak baca bismillah..?; Terus dia tukar topik cerita pasal Ronaldhinho nak main dgn team Perak Liga Super..,0,0,0,0,0,0,0,0,0,0,0,0
Pada akhirnya yang asing akan kembali asing',0,0,0,0,0,0,0,0,0,0,0,0
6.prakteknya pks didaerah2 mendukung caleg dan kada kristen. dalil2 pun dibuat utk mwmbenarkan praktek itu. ini marak di era USER',0,0,0,0,0,0,0,0,0,0,0,0
ketika potong rambut malah kependekan dan culun.',0,0,0,0,0,0,0,0,0,0,0,0
"USER USER Sebuah perbandingan idiot, wanita Katolik tidak dipaksa mengenakan pakaian tertentu, kecuali mereka yg mendedikasikan dirinya utk hidup selibat dan melayani sbg Suster.'",0,0,0,0,0,0,0,0,0,0,0,0
"(Bimbingan Ulama Kibar Ahlussunnah); ; KOKOH DAN BERSABAR DI ATAS AL-HAQ; ; Asy-Syaikh Shalih al-Fauzan hafizhahullah berkata,; ; â??Maka orang yang bersabar di atas jalan Allah, di atas agama yang haq, dan di atas sunnah...",0,0,0,0,0,0,0,0,0,0,0,0
"18.07 #BeritaSONORA - Presiden Joko Widodo ( Jokowi) akan membuka Indonesia International Motor Show (IIMS) 2018 di JIExpo, Kemayoran, Jakarta Pusat, Kamis (19/4/2018)",0,0,0,0,0,0,0,0,0,0,0,0
"2. Saya memiliki teman yg hampir tidak bisa ngomong ""tidak bisa"" ke semua ajakan temannya, dia amat sangat mudah bergaul, klo ngomong rada ceplas ceplos, tanggung jawab dan rasa ambisiusnya juga tinggi. Dia berasal dari suku jawa yg sangat mencintai kebuda",0,0,0,0,0,0,0,0,0,0,0,0
USER USER USER USER USER Semoga Mudik Lebaran Tahun ini LANCAR ga ada kemacetan atau TEROR BOM BUNUH DIRI\n\nTidak lupa ucapakan terima kasih pd Pak USER atas kerja kerasnya &amp; dukungan KABINET KERJA TANPA KORUPS,0,0,0,0,0,0,0,0,0,0,0,0
